Id,SalePrice
1461,130194.266
1462,209163.72
1463,232170.2
1464,190460.55
1465,215789.75
1466,209128.22
1467,197114.19
1468,199373.83
1469,191919.94
1470,149303.06
1471,204272.84
1472,108779.34
1473,114760.89
1474,237665.11
1475,173436.55
1476,384401.53
1477,267765.72
1478,238615.56
1479,338927.78
1480,644735.1
1481,378991.62
1482,206933.2
1483,188684.47
1484,179177.88
1485,212463.67
1486,205596.77
1487,366174.6
1488,238334.23
1489,201409.12
1490,243456.25
1491,235916.34
1492,125003.49
1493,102953.63
1494,204776.06
1495,292723.88
1496,279801.06
1497,208401.53
1498,243347.84
1499,217054.75
1500,193166.02
1501,174009.3
1502,187712.22
1503,118189.016
1504,264670.88
1505,230070.98
1506,217677.27
1507,317348.5
1508,232067.94
1509,162701.64
1510,126739.87
1511,168581.9
1512,166780.02
1513,180020.23
1514,198105.84
1515,169958.89
1516,140972.48
1517,169023.81
1518,131063.07
1519,249685.02
1520,154529.22
1521,133371.27
1522,192487.98
1523,129291.51
1524,127217.11
1525,140995.06
1526,128230.67
1527,143174.19
1528,121809.78
1529,144123.84
1530,233977.31
1531,108082.58
1532,146738.44
1533,187445.84
1534,127579.54
1535,113855.1
1536,119751.45
1537,83556.805
1538,134830.61
1539,181175.56
1540,86579.65
1541,122721.61
1542,139547.38
1543,195586.2
1544,89420.75
1545,102708.555
1546,135616.88
1547,99319.88
1548,151920.03
1549,145499.2
1550,152472.75
1551,103404.2
1552,212010.28
1553,150798.44
1554,120516.55
1555,165605.89
1556,13503157.0
1557,104145.17
1558,73084.11
1559,53154.29
1560,182707.69
1561,80991.17
1562,158146.73
1563,139092.31
1564,191625.12
1565,192860.81
1566,281619.3
1567,86728.734
1568,256570.83
1569,136445.84
1570,156889.83
1571,107182.266
1572,159827.3
1573,215654.58
1574,109854.19
1575,320792.1
1576,371236.88
1577,187858.17
1578,119807.42
1579,198695.05
1580,230487.38
1581,179161.98
1582,147741.17
1583,424200.53
1584,277406.88
1585,136345.3
1586,75392.94
1587,134333.25
1588,180590.78
1589,79824.76
1590,159505.55
1591,86269.414
1592,99199.664
1593,153021.05
1594,38455.516
1595,114676.98
1596,246833.52
1597,168681.94
1598,253787.08
1599,250937.8
1600,229883.25
1601,104012.17
1602,91086.31
1603,126300.664
1604,281796.1
1605,241325.39
1606,189997.92
1607,203318.94
1608,268299.94
1609,194380.5
1610,170665.44
1611,125516.2
1612,183883.06
1613,180889.83
1614,149747.69
1615,131335.83
1616,111342.64
1617,102850.69
1618,143524.44
1619,132901.61
1620,330952.12
1621,154347.02
1622,152577.77
1623,265880.66
1624,197016.47
1625,117233.36
1626,176439.0
1627,240055.12
1628,274091.3
1629,168445.62
1630,480588.8
1631,249413.7
1632,234226.02
1633,190333.25
1634,208286.69
1635,186811.95
1636,159848.64
1637,204258.03
1638,329339.47
1639,171516.84
1640,223117.92
1641,193511.9
1642,395018.4
1643,457980.5
1644,335187.5
1645,241615.1
1646,187542.58
1647,202651.47
1648,123389.484
1649,156773.02
1650,132283.89
1651,130348.81
1652,99724.4
1653,109290.74
1654,202593.11
1655,134386.17
1656,222652.0
1657,222261.0
1658,224859.3
1659,176921.23
1660,169613.36
1661,380590.38
1662,436603.1
1663,399579.1
1664,1217038.0
1665,276936.34
1666,418131.22
1667,405688.12
1668,256058.23
1669,354667.3
1670,382858.0
1671,273342.9
1672,559178.2
1673,316106.44
1674,252603.66
1675,210119.8
1676,222351.1
1677,195878.52
1678,613166.3
1679,458089.7
1680,425903.06
1681,235724.28
1682,330327.78
1683,186572.12
1684,195848.45
1685,208034.17
1686,201552.08
1687,156697.38
1688,196966.12
1689,241389.84
1690,217633.05
1691,215827.2
1692,247367.5
1693,144244.7
1694,218368.81
1695,188147.55
1696,296534.5
1697,170806.45
1698,395743.88
1699,336478.53
1700,258247.73
1701,251588.61
1702,208059.77
1703,210050.88
1704,297748.47
1705,234504.95
1706,313339.12
1707,241110.53
1708,213760.55
1709,275256.97
1710,231784.38
1711,282073.03
1712,275492.56
1713,292665.8
1714,241070.06
1715,236600.86
1716,177064.03
1717,176102.12
1718,149225.05
1719,233796.64
1720,184525.5
1721,189843.8
1722,152432.9
1723,211794.66
1724,224119.61
1725,287840.6
1726,172964.97
1727,157877.14
1728,218768.2
1729,156722.48
1730,214297.16
1731,129798.53
1732,133982.94
1733,104130.28
1734,250916.73
1735,105055.24
1736,116692.03
1737,347138.03
1738,263787.4
1739,355577.66
1740,241774.6
1741,197850.95
1742,179780.72
1743,188699.58
1744,283130.6
1745,216445.58
1746,164889.47
1747,213958.98
1748,321929.75
1749,107162.945
1750,140990.22
1751,253404.72
1752,124607.85
1753,154883.31
1754,241495.77
1755,174882.05
1756,138753.67
1757,142661.44
1758,185255.67
1759,154707.19
1760,180123.61
1761,148747.92
1762,182516.98
1763,186248.75
1764,162272.72
1765,115031.21
1766,221255.6
1767,215775.75
1768,141408.48
1769,188028.1
1770,154650.98
1771,144378.61
1772,148359.17
1773,176119.08
1774,138907.25
1775,170292.31
1776,142785.3
1777,131672.44
1778,173573.89
